Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Assignments_Submitted,Course_Grade,Part_Time_Job,Monthly_Income,GPA,Social_Media_Usage_Hours,Extra_Curricular_Activities,Internet_Access,Parental_Education_Level,Mode_of_Transport
S05185,22,Male,10,0.76,0,A,No,9287,2.01,15,Yes,No,Diploma,Walk
S05186,19,Other,8,0.5,8,A,Yes,4153,3.49,17,No,Yes,Postgraduate,Car
S05187,18,Male,39,0.86,3,C,Yes,5081,2.88,19,Yes,Yes,High School,Bus
S05188,18,Female,17,0.79,0,F,Yes,15857,3.31,8,No,No,Postgraduate,Bike
S05189,23,Male,16,0.81,8,B,No,13996,3.75,12,No,No,Diploma,Bus
S05190,18,Male,27,0.86,1,F,No,19887,3.86,6,Yes,Yes,Diploma,Walk
S05191,21,Female,7,0.69,1,C,No,3484,2.81,8,Yes,Yes,Graduate,Bus
S05192,19,Female,21,0.58,1,C,No,8275,2.49,9,No,No,Diploma,Bus
S05193,18,Other,26,0.59,7,A,No,886,3.6,8,No,Yes,High School,Walk
S05194,18,Other,33,0.87,5,D,No,3719,2.75,17,No,No,Graduate,Walk
S05195,20,Female,31,1.0,7,F,Yes,6051,2.2,10,No,Yes,Graduate,Car
S05196,24,Male,11,0.72,2,A,No,12643,3.45,3,Yes,Yes,High School,Walk
S05197,18,Other,8,0.59,8,B,No,8745,3.48,16,Yes,Yes,High School,Bike
S05198,22,Male,15,0.53,2,C,No,15666,2.41,6,No,No,Graduate,Bus
S05199,18,Male,37,0.74,3,A,No,16023,2.05,10,No,No,High School,Bike
S05200,22,Female,39,0.86,1,F,Yes,7034,2.24,17,Yes,Yes,Postgraduate,Bus
S05201,23,Other,32,0.8,1,D,No,479,2.63,18,Yes,No,High School,Car
S05202,21,Other,22,0.65,8,C,Yes,8208,2.72,18,No,Yes,Postgraduate,Car
S05203,23,Female,10,0.8,1,D,No,4575,3.77,14,No,Yes,Postgraduate,Bike
S05204,21,Other,27,0.77,5,F,Yes,2507,3.03,0,Yes,Yes,Graduate,Car
S05205,19,Female,38,0.61,4,C,Yes,241,3.76,2,No,Yes,High School,Bus
S05206,20,Female,20,0.7,9,D,No,19671,2.38,16,No,No,High School,Bike
S05207,19,Female,27,0.94,2,C,Yes,8055,3.55,16,Yes,Yes,Postgraduate,Car
S05208,18,Male,39,0.88,9,B,Yes,6349,2.18,9,No,Yes,Graduate,Bike
S05209,24,Female,10,0.96,5,C,No,9108,3.64,6,No,Yes,Diploma,Bike
S05210,21,Female,28,0.95,2,C,No,16743,2.75,3,Yes,Yes,Postgraduate,Bike
S05211,22,Female,19,0.62,8,C,No,262,3.34,4,No,Yes,Postgraduate,Bike
S05212,19,Female,13,0.93,5,C,No,10236,3.89,9,Yes,Yes,High School,Bus
S05213,24,Female,12,0.81,4,B,No,15842,3.6,9,No,No,Diploma,Bike
S05214,21,Female,37,0.98,6,B,Yes,6159,2.42,5,No,No,Postgraduate,Bike
S05215,22,Other,30,0.6,5,C,No,8250,3.42,12,Yes,Yes,Graduate,Bus
S05216,22,Other,21,0.67,8,C,Yes,5061,2.71,2,No,Yes,Postgraduate,Bike
S05217,18,Male,35,0.7,6,F,No,15624,3.31,8,Yes,Yes,Diploma,Bike
S05218,19,Female,15,0.51,0,F,Yes,7753,2.17,8,No,Yes,High School,Bike
S05219,23,Other,30,0.74,3,F,No,16986,2.02,16,Yes,No,Postgraduate,Walk
S05220,22,Female,8,0.97,4,C,No,4352,3.86,2,Yes,No,Postgraduate,Walk
S05221,21,Female,12,0.91,1,F,Yes,312,3.89,2,No,Yes,High School,Bus
S05222,19,Other,28,0.6,3,A,Yes,1045,2.29,4,Yes,Yes,Graduate,Bus
S05223,18,Other,27,0.64,0,B,Yes,19091,3.88,7,No,No,Graduate,Walk
S05224,18,Other,18,0.99,8,D,No,19614,3.14,16,Yes,Yes,Graduate,Car
S05225,21,Male,23,0.53,3,C,No,8300,3.14,5,No,Yes,High School,Bike
S05226,23,Other,6,0.73,8,B,Yes,15407,3.47,19,No,Yes,High School,Car
S05227,22,Female,8,0.94,2,B,Yes,19647,3.52,9,No,No,Graduate,Bus
S05228,18,Male,15,0.85,4,D,Yes,1269,2.48,5,Yes,No,Graduate,Bus
S05229,18,Other,36,0.99,5,D,Yes,9329,3.61,6,No,Yes,Postgraduate,Walk
S05230,22,Male,23,0.99,4,A,No,18947,3.63,18,No,No,Graduate,Walk
S05231,22,Other,29,0.88,1,A,Yes,8288,2.37,2,Yes,No,Graduate,Car
S05232,22,Female,37,0.74,9,A,Yes,12423,3.26,18,Yes,Yes,Diploma,Bus
S05233,20,Other,17,0.81,7,D,Yes,9582,3.49,12,Yes,No,Graduate,Walk
S05234,20,Other,7,0.9,0,F,No,3013,3.17,4,Yes,Yes,Graduate,Bike
S05235,22,Male,19,0.65,0,C,Yes,16331,2.61,10,No,Yes,High School,Bike
S05236,22,Other,34,0.73,3,B,No,13127,2.57,14,Yes,No,Graduate,Car
S05237,21,Other,15,0.83,7,A,No,2883,3.95,13,No,No,Postgraduate,Walk
S05238,18,Other,8,0.64,5,F,Yes,19589,3.68,16,Yes,Yes,Diploma,Walk
S05239,19,Male,32,0.83,7,F,Yes,12052,2.52,2,No,Yes,High School,Car
S05240,23,Other,34,0.57,9,D,Yes,2001,3.62,3,No,No,Postgraduate,Walk
S05241,20,Other,6,0.71,5,B,No,15575,2.61,16,Yes,No,Diploma,Bus
S05242,24,Male,18,0.55,9,F,No,7958,3.89,15,Yes,No,Graduate,Walk
S05243,24,Female,23,0.92,5,C,Yes,2126,3.61,19,No,No,Postgraduate,Bike
S05244,23,Male,35,0.65,4,A,No,15609,3.62,9,Yes,No,Graduate,Car
S05245,20,Female,37,0.96,8,A,Yes,15114,2.1,3,No,No,Graduate,Bus
S05246,22,Female,14,0.89,6,D,No,4718,2.13,4,No,No,Graduate,Walk
S05247,24,Female,8,0.66,1,F,No,17172,3.63,8,Yes,No,High School,Bus
S05248,24,Female,33,0.8,1,C,No,5016,2.9,15,No,No,Postgraduate,Car
S05249,22,Female,17,0.72,2,F,Yes,9183,3.87,4,No,No,Graduate,Bike
S05250,22,Other,20,0.9,9,D,Yes,3052,3.38,14,No,Yes,Postgraduate,Bike
S05251,24,Male,35,0.84,8,D,No,9733,2.67,4,No,Yes,High School,Walk
S05252,19,Male,37,0.83,5,A,Yes,19992,2.53,10,No,Yes,Postgraduate,Car
S05253,20,Other,15,0.86,6,D,Yes,12745,3.87,3,Yes,Yes,High School,Walk
S05254,23,Male,30,0.71,0,A,No,14415,2.32,12,Yes,Yes,High School,Walk
S05255,19,Male,8,0.71,2,B,No,1318,3.11,8,Yes,Yes,High School,Bike
S05256,18,Male,38,0.68,6,A,Yes,8300,2.66,14,No,No,Graduate,Car
S05257,19,Male,12,0.58,5,D,No,10729,3.8,12,Yes,Yes,Graduate,Walk
S05258,21,Male,34,0.68,8,D,No,11220,3.98,9,No,No,Diploma,Car
S05259,20,Male,24,0.82,5,D,No,14468,3.11,2,Yes,No,High School,Walk
S05260,19,Male,20,0.66,2,F,No,3530,2.12,3,No,Yes,Postgraduate,Walk
S05261,23,Female,19,0.6,7,A,No,9763,3.94,10,Yes,Yes,Graduate,Car
S05262,20,Male,8,0.98,8,C,Yes,13380,2.87,6,Yes,No,Postgraduate,Bike
S05263,22,Male,31,0.79,1,B,Yes,12286,2.89,11,No,No,Diploma,Walk
S05264,19,Other,38,0.52,1,C,Yes,12514,2.82,5,Yes,No,High School,Bike
S05265,20,Female,23,0.89,4,C,Yes,3171,2.61,1,Yes,Yes,Graduate,Car
S05266,19,Male,25,0.84,5,F,No,11252,2.2,13,No,No,Diploma,Walk
S05267,19,Other,25,0.69,6,C,No,16078,3.66,10,No,Yes,Graduate,Bike
S05268,19,Other,29,0.85,6,B,No,9286,2.51,5,Yes,No,Graduate,Car
S05269,21,Other,21,0.96,4,B,No,5285,2.93,11,No,Yes,Graduate,Car
S05270,21,Other,22,0.61,8,F,Yes,15124,2.44,7,Yes,No,High School,Bus
S05271,19,Male,31,0.76,2,C,Yes,16097,2.03,17,Yes,Yes,High School,Bus
S05272,24,Other,8,0.89,1,A,No,8778,3.05,8,Yes,No,Postgraduate,Car
S05273,19,Other,35,0.54,0,A,Yes,18405,2.38,16,Yes,Yes,High School,Bike
S05274,20,Male,23,0.88,8,D,Yes,13118,2.69,16,Yes,Yes,High School,Bus
S05275,22,Other,21,0.88,4,D,No,13722,2.45,9,No,Yes,Graduate,Bus
S05276,18,Other,38,0.78,2,C,No,12748,3.19,4,No,Yes,Postgraduate,Bus
S05277,22,Female,39,0.89,1,B,Yes,13346,3.67,12,Yes,No,Diploma,Bus
S05278,20,Male,21,0.84,5,D,Yes,6370,2.13,11,Yes,Yes,Diploma,Walk
S05279,21,Other,24,0.66,1,D,No,9412,2.26,12,No,Yes,Diploma,Car
S05280,20,Male,20,0.57,2,A,Yes,1204,3.03,0,No,No,High School,Car
S05281,20,Female,9,0.98,3,D,No,948,2.48,17,No,Yes,Diploma,Bus
S05282,18,Female,38,0.79,9,A,Yes,18917,3.71,0,Yes,Yes,Postgraduate,Car
S05283,23,Female,11,0.86,2,A,Yes,12795,3.32,4,Yes,Yes,Diploma,Bus
S05284,24,Male,13,0.77,9,A,Yes,192,3.54,8,Yes,Yes,Graduate,Car
S05285,22,Other,18,0.87,3,C,Yes,2390,3.66,12,Yes,Yes,Graduate,Bike
S05286,24,Male,20,0.58,1,A,No,13317,2.04,1,Yes,No,High School,Bike
S05287,21,Male,28,0.61,8,A,Yes,14878,3.83,18,No,Yes,Postgraduate,Bus
S05288,20,Male,12,0.93,8,C,No,7091,3.83,3,Yes,Yes,Graduate,Car
S05289,18,Female,30,0.53,0,D,No,18416,2.03,9,Yes,Yes,Postgraduate,Bus
S05290,20,Male,21,0.73,0,A,Yes,15417,2.07,5,Yes,Yes,Graduate,Walk
S05291,24,Other,30,0.6,7,A,Yes,12143,2.33,15,No,No,High School,Walk
S05292,20,Other,7,0.78,4,A,No,14598,3.94,2,No,Yes,High School,Bus
S05293,22,Female,11,0.73,7,C,Yes,3100,3.1,5,Yes,No,Graduate,Bus
S05294,22,Male,9,0.87,4,A,Yes,15429,2.88,5,No,No,Graduate,Bike
S05295,24,Other,24,0.65,9,F,Yes,3926,3.8,9,Yes,No,Graduate,Bike
S05296,18,Female,9,0.71,3,A,No,7810,3.49,18,Yes,Yes,Graduate,Bus
S05297,20,Male,29,0.62,4,A,Yes,13909,2.1,17,No,Yes,Graduate,Bike
S05298,20,Female,13,0.55,3,D,No,827,3.86,7,No,Yes,Diploma,Bus
S05299,20,Other,18,0.61,6,D,Yes,2444,3.73,4,No,No,Postgraduate,Bus
S05300,24,Female,15,0.95,5,D,No,12612,2.84,12,No,No,High School,Bike
S05301,19,Female,22,0.74,7,B,Yes,16419,2.15,4,Yes,No,Diploma,Walk
S05302,19,Female,25,0.77,9,D,No,14261,3.54,14,No,Yes,High School,Bike
S05303,20,Other,10,0.87,3,D,No,18206,2.14,11,Yes,No,Graduate,Car
S05304,24,Male,7,0.93,6,D,Yes,16616,2.72,13,Yes,Yes,Graduate,Bus
S05305,22,Female,14,0.51,4,D,Yes,7003,2.09,4,No,Yes,High School,Bike
S05306,24,Other,25,0.56,0,D,No,13935,3.13,14,Yes,Yes,Diploma,Bike
S05307,18,Female,13,0.71,2,D,No,2948,2.75,11,Yes,No,Diploma,Bus
S05308,23,Female,22,0.6,0,B,Yes,7048,3.71,3,Yes,Yes,Diploma,Bike
S05309,23,Other,38,0.74,2,A,Yes,18,3.14,8,No,Yes,High School,Bus
S05310,22,Female,18,0.81,0,B,No,4490,3.33,7,Yes,No,Postgraduate,Bus
S05311,24,Male,7,0.75,3,B,Yes,2905,2.34,16,Yes,No,Diploma,Bike
S05312,18,Other,32,0.84,4,F,No,3595,3.63,16,Yes,No,Postgraduate,Car
S05313,21,Male,18,0.51,2,F,Yes,940,3.84,6,Yes,No,High School,Car
S05314,23,Female,27,0.77,0,C,Yes,18467,3.49,17,No,Yes,Diploma,Walk
S05315,20,Other,16,0.86,5,A,No,3872,2.15,13,No,Yes,Postgraduate,Walk
S05316,24,Male,21,1.0,9,D,No,18817,3.62,1,Yes,Yes,Graduate,Car
S05317,20,Male,39,0.55,7,D,No,722,3.46,6,Yes,Yes,High School,Bus
S05318,19,Female,14,0.51,9,C,No,14532,2.38,17,No,No,High School,Walk
S05319,24,Female,18,0.65,5,D,Yes,17004,2.38,9,No,Yes,High School,Walk
S05320,21,Female,29,0.66,4,C,No,14002,3.76,15,No,No,High School,Bus
S05321,23,Other,23,0.9,4,A,Yes,12349,2.26,11,No,No,Diploma,Bike
S05322,23,Female,25,0.63,1,D,Yes,19905,2.04,5,Yes,No,High School,Walk
S05323,19,Female,34,0.62,8,B,Yes,19867,2.52,10,Yes,No,Postgraduate,Car
S05324,22,Other,16,0.94,9,C,No,5509,2.91,17,Yes,Yes,Postgraduate,Bus
S05325,23,Other,14,0.71,6,D,No,7061,3.01,8,Yes,Yes,Postgraduate,Bike
S05326,19,Male,17,0.83,4,A,No,12970,3.31,2,No,Yes,Postgraduate,Car
S05327,18,Other,7,0.6,1,B,No,16975,3.78,7,No,No,Diploma,Car
S05328,20,Female,39,0.8,5,C,Yes,2064,3.68,0,No,No,High School,Bus
S05329,22,Male,38,0.95,9,F,No,15904,3.71,19,No,No,Graduate,Bike
S05330,21,Female,5,0.87,7,F,Yes,4762,2.16,19,Yes,Yes,Diploma,Walk
S05331,20,Male,7,0.57,1,F,No,16863,2.06,9,No,Yes,High School,Bus
S05332,22,Other,30,0.57,4,B,No,9422,2.93,8,No,No,Diploma,Bike
S05333,24,Male,34,0.55,6,D,No,17670,2.53,14,Yes,No,High School,Car
S05334,21,Female,8,0.96,2,D,No,11336,3.63,5,Yes,No,High School,Walk
S05335,18,Other,12,0.8,3,D,No,99,3.75,2,No,No,Diploma,Walk
S05336,18,Other,35,0.51,8,A,No,5169,2.93,1,Yes,No,High School,Bus
S05337,21,Female,34,0.92,6,C,No,17927,3.29,6,No,Yes,High School,Bus
S05338,23,Female,30,0.66,9,A,Yes,15435,2.46,19,Yes,Yes,Diploma,Bike
S05339,20,Female,20,0.84,3,B,No,14010,3.16,18,Yes,No,Postgraduate,Bike
S05340,18,Female,26,0.93,4,A,Yes,17426,3.37,5,Yes,Yes,High School,Bus
S05341,22,Female,36,0.88,6,C,Yes,1675,2.73,7,No,No,High School,Bike
S05342,20,Other,17,0.91,1,D,No,1954,3.25,2,No,Yes,High School,Bike
S05343,21,Other,29,0.9,8,B,Yes,19388,2.07,15,Yes,Yes,High School,Walk
S05344,18,Male,18,0.57,3,B,No,6685,3.57,0,No,Yes,Graduate,Car
S05345,18,Male,5,0.69,7,F,Yes,16368,3.11,4,No,Yes,Diploma,Car
S05346,19,Female,21,0.96,5,B,Yes,14319,2.1,1,No,Yes,Postgraduate,Car
S05347,19,Male,20,0.55,8,A,Yes,14897,2.91,17,No,Yes,Postgraduate,Walk
S05348,20,Male,25,0.99,7,B,Yes,10335,3.21,10,Yes,Yes,Graduate,Car
S05349,20,Female,31,0.61,5,B,No,16781,2.16,15,No,Yes,High School,Bus
S05350,21,Male,11,0.81,4,C,No,11381,3.97,13,Yes,No,Graduate,Car
S05351,21,Other,32,0.66,5,D,No,11947,3.49,13,Yes,Yes,Diploma,Walk
S05352,21,Other,35,0.99,7,B,No,10401,2.52,5,Yes,No,Diploma,Car
S05353,19,Other,39,0.76,3,B,Yes,16960,3.6,7,Yes,No,Graduate,Bus
S05354,18,Female,37,0.57,9,A,No,11510,3.53,7,Yes,No,Graduate,Bus
S05355,18,Other,33,0.92,4,A,Yes,8382,2.46,5,No,Yes,Graduate,Bike
S05356,21,Other,28,0.7,4,F,No,4011,3.58,9,No,No,Postgraduate,Car
S05357,19,Male,21,0.93,3,A,Yes,18548,2.16,16,No,Yes,Diploma,Walk
S05358,21,Male,10,0.72,3,B,Yes,18673,3.36,12,No,No,Diploma,Walk
S05359,22,Other,37,0.97,7,A,Yes,15890,3.24,12,No,No,Graduate,Bus
S05360,20,Female,30,0.53,6,D,No,18752,3.91,17,No,No,Graduate,Car
S05361,19,Male,11,0.99,4,C,Yes,6784,3.28,18,Yes,Yes,Graduate,Bike
S05362,18,Female,20,0.73,4,C,No,15648,2.7,6,No,Yes,Postgraduate,Bus
S05363,22,Male,6,0.68,4,F,No,14778,3.06,8,No,Yes,Graduate,Bike
S05364,20,Male,27,0.52,6,F,Yes,17913,3.97,14,Yes,Yes,Postgraduate,Bike
S05365,20,Female,36,0.61,7,F,Yes,3216,2.28,15,No,No,Diploma,Car
S05366,24,Male,33,0.66,5,C,No,928,3.34,2,Yes,No,Postgraduate,Walk
S05367,20,Other,12,0.86,0,D,Yes,8778,3.49,17,No,Yes,High School,Walk
S05368,19,Other,19,0.85,0,B,No,10614,3.59,19,Yes,No,Postgraduate,Bus
S05369,19,Other,18,0.94,1,D,No,12388,3.74,15,Yes,Yes,Graduate,Bike
S05370,19,Other,10,0.97,5,B,No,716,3.32,10,No,No,Graduate,Bus
S05371,18,Other,17,0.86,8,A,No,2185,3.02,15,Yes,Yes,High School,Walk
S05372,18,Female,16,0.85,7,C,No,11386,2.9,18,Yes,Yes,High School,Car
S05373,18,Other,31,0.95,2,C,No,9141,2.59,4,No,Yes,Postgraduate,Walk
S05374,22,Male,38,0.57,5,F,Yes,2957,3.83,18,No,Yes,High School,Car
S05375,22,Other,15,0.54,1,C,No,3202,2.44,19,No,Yes,Postgraduate,Car
S05376,23,Female,32,0.85,5,A,Yes,18757,3.7,7,Yes,Yes,Diploma,Bike
S05377,24,Male,11,0.65,4,D,No,794,3.02,14,Yes,No,Postgraduate,Walk
S05378,21,Male,39,0.71,7,A,No,17287,2.24,3,Yes,Yes,High School,Bus
S05379,23,Female,39,0.8,9,D,No,6270,3.41,0,No,No,Diploma,Walk
S05380,21,Male,24,0.98,6,F,Yes,5274,3.18,0,No,No,Diploma,Walk
S05381,20,Female,15,0.94,1,D,Yes,11576,2.19,13,Yes,No,Postgraduate,Bike
S05382,20,Female,25,0.87,7,D,No,3360,2.03,8,No,No,High School,Bike
S05383,19,Male,6,0.72,1,D,Yes,5487,2.24,15,Yes,No,Postgraduate,Bike
S05384,20,Female,25,0.9,5,F,Yes,12587,3.32,15,Yes,No,Postgraduate,Bike
S05385,20,Female,31,0.59,3,C,No,19252,2.95,15,Yes,No,Postgraduate,Walk
S05386,22,Other,26,0.9,6,C,No,7869,2.17,9,Yes,Yes,Diploma,Bus
S05387,18,Male,29,0.74,7,C,Yes,11023,3.27,11,Yes,No,Postgraduate,Car
S05388,20,Other,35,0.63,0,B,Yes,593,2.85,12,Yes,Yes,High School,Bus
S05389,24,Female,20,0.73,3,B,Yes,10922,3.3,10,Yes,No,Postgraduate,Walk
S05390,21,Male,25,0.89,7,B,No,10749,3.56,19,No,Yes,High School,Car
S05391,21,Male,33,0.83,6,A,No,5301,2.05,4,Yes,Yes,Postgraduate,Bus
S05392,20,Male,5,0.57,0,C,Yes,18767,2.11,0,No,No,Postgraduate,Bus
S05393,19,Male,7,0.85,3,D,Yes,15239,3.5,0,Yes,No,Diploma,Bike
S05394,21,Male,30,0.92,3,F,No,17235,2.1,15,No,Yes,Postgraduate,Walk
S05395,20,Other,39,0.58,5,F,No,4385,3.12,12,Yes,Yes,Diploma,Walk
S05396,21,Other,13,0.53,6,B,No,17857,3.6,18,No,No,Graduate,Car
S05397,20,Other,32,0.53,6,A,No,2778,2.12,16,No,Yes,Graduate,Bus
S05398,22,Female,13,0.51,7,B,No,5053,3.36,11,No,Yes,High School,Bus
S05399,21,Male,17,0.51,5,B,No,2373,2.22,5,No,Yes,Graduate,Bus
S05400,20,Male,27,0.9,0,D,No,4917,3.41,8,Yes,Yes,Postgraduate,Bus
S05401,24,Other,7,0.87,7,C,Yes,9250,3.59,14,No,Yes,Graduate,Bike
S05402,22,Female,25,0.97,6,B,No,1652,2.22,7,Yes,No,Postgraduate,Walk
S05403,20,Other,35,0.68,6,F,No,3109,3.76,12,No,No,Postgraduate,Bike
S05404,20,Male,19,0.85,1,C,Yes,17947,3.49,9,Yes,Yes,Graduate,Walk
S05405,19,Female,21,0.71,0,A,Yes,10938,2.68,5,Yes,No,Postgraduate,Bike
S05406,20,Other,18,0.78,0,C,No,9396,2.06,18,Yes,Yes,Diploma,Car
S05407,21,Other,20,0.72,8,A,Yes,9286,2.28,6,Yes,No,Postgraduate,Car
S05408,18,Female,21,0.71,3,B,No,19522,2.78,12,Yes,Yes,High School,Bus
S05409,24,Female,30,0.62,4,B,No,19728,3.04,10,No,Yes,Diploma,Walk
S05410,24,Female,18,0.79,4,C,Yes,4751,3.51,18,Yes,No,Diploma,Bike
S05411,20,Male,26,0.63,3,A,No,8132,3.34,4,Yes,No,Postgraduate,Car
S05412,21,Other,7,0.57,8,B,No,8640,3.89,16,No,Yes,High School,Car
S05413,20,Female,7,0.87,1,C,Yes,8183,3.22,10,No,No,Diploma,Walk
S05414,18,Male,19,0.82,4,A,Yes,6156,2.94,5,Yes,Yes,High School,Car
S05415,18,Female,8,0.65,9,D,No,2529,3.05,6,No,Yes,Graduate,Bus
S05416,24,Male,36,0.82,6,B,No,16795,2.38,5,No,Yes,Diploma,Bike
S05417,20,Male,20,0.51,9,F,No,12557,3.4,4,No,Yes,Diploma,Bike
S05418,21,Female,34,0.99,9,F,Yes,18691,2.82,4,No,Yes,High School,Car
S05419,22,Female,37,0.59,3,B,No,6629,3.68,19,Yes,Yes,Diploma,Walk
S05420,19,Male,12,0.97,6,C,No,10265,2.51,3,Yes,No,High School,Walk
S05421,24,Male,35,0.53,0,C,Yes,8574,3.12,1,Yes,No,Graduate,Bus
S05422,20,Female,34,0.85,7,D,No,1798,2.51,16,Yes,No,High School,Bus
S05423,21,Male,7,0.61,9,D,No,3882,3.32,19,No,No,Diploma,Bike
S05424,18,Other,24,0.98,3,F,No,3175,3.64,2,No,No,Postgraduate,Bus
S05425,24,Male,9,0.66,2,C,Yes,16804,2.83,15,No,Yes,High School,Walk
S05426,21,Other,9,0.52,2,F,No,11018,2.67,15,Yes,No,Diploma,Bus
S05427,20,Male,6,0.52,9,F,Yes,3356,3.8,14,No,Yes,Diploma,Bus
S05428,21,Other,30,0.93,7,C,Yes,2197,2.93,4,No,Yes,Diploma,Car
S05429,21,Other,20,0.53,2,F,Yes,8922,2.42,17,No,Yes,High School,Bus
S05430,20,Male,36,0.91,1,C,Yes,1136,2.38,10,No,No,High School,Bike
S05431,20,Other,6,0.58,7,B,Yes,13994,2.39,0,Yes,Yes,Graduate,Bike
S05432,22,Male,31,0.64,6,A,No,11516,2.61,15,Yes,Yes,Diploma,Walk
S05433,20,Female,19,0.99,3,C,Yes,17645,2.26,4,Yes,Yes,Graduate,Walk
S05434,23,Male,27,0.86,5,B,No,14668,3.39,17,Yes,Yes,Postgraduate,Walk
S05435,18,Male,26,0.57,9,B,No,7805,2.95,16,No,Yes,Diploma,Bus
S05436,21,Female,24,0.64,7,B,Yes,13035,3.38,9,No,No,Diploma,Walk
S05437,18,Other,5,0.74,7,D,No,15363,2.63,1,No,Yes,High School,Walk
S05438,23,Male,39,0.94,1,F,Yes,1597,2.84,13,Yes,No,Graduate,Walk
S05439,19,Male,33,0.86,2,B,Yes,15904,3.09,14,Yes,Yes,Diploma,Bike
S05440,24,Other,26,0.85,7,D,No,5454,2.89,7,Yes,Yes,Postgraduate,Walk
S05441,19,Female,33,0.68,8,D,No,10407,2.16,9,Yes,Yes,Postgraduate,Bike
S05442,20,Other,26,0.83,2,F,No,13562,2.44,5,Yes,Yes,High School,Bus
S05443,21,Female,15,0.59,1,B,Yes,6437,3.05,11,Yes,Yes,Postgraduate,Bus
S05444,24,Other,25,0.78,4,A,No,10457,3.85,17,No,Yes,Diploma,Car
S05445,20,Other,15,0.78,2,C,Yes,1965,2.58,10,No,Yes,Diploma,Bus
S05446,22,Female,26,0.84,7,A,No,2470,2.98,12,Yes,Yes,High School,Car
S05447,24,Female,13,0.62,5,B,Yes,12875,2.43,18,Yes,No,High School,Bike
S05448,24,Other,11,0.56,9,C,No,14000,2.82,15,Yes,No,High School,Car
S05449,18,Other,8,0.98,4,C,No,17562,2.22,19,No,Yes,High School,Bike
S05450,20,Female,39,0.58,3,C,Yes,9554,2.65,3,No,Yes,High School,Bus
S05451,22,Male,16,0.67,0,D,No,8453,2.27,13,No,Yes,Postgraduate,Bus
S05452,18,Other,31,0.94,1,D,No,13991,2.28,0,Yes,Yes,High School,Bus
S05453,20,Other,33,0.8,4,A,Yes,17317,2.21,0,No,No,Postgraduate,Car
S05454,20,Male,20,0.61,3,F,Yes,3516,3.47,14,No,No,Diploma,Bike
S05455,20,Female,17,0.74,1,F,Yes,18517,2.89,2,No,No,Postgraduate,Bike
S05456,22,Other,11,0.92,4,D,No,9416,2.32,10,No,No,Diploma,Walk
S05457,23,Female,34,0.99,3,A,Yes,8031,3.89,9,No,No,Diploma,Bus
S05458,18,Male,14,0.82,0,C,Yes,16158,3.08,15,Yes,No,Graduate,Bus
S05459,23,Female,34,0.63,3,B,Yes,13138,3.08,15,No,Yes,Postgraduate,Bike
S05460,23,Female,16,0.91,5,B,No,6484,3.06,15,No,No,High School,Walk
S05461,21,Male,37,0.9,0,F,No,9230,2.77,17,No,Yes,Diploma,Bike
S05462,24,Other,5,0.94,3,C,No,9505,2.29,5,Yes,No,High School,Bike
S05463,22,Female,27,0.57,7,F,No,17882,2.81,8,Yes,Yes,Postgraduate,Bus
S05464,22,Other,29,0.68,1,A,No,16391,2.94,7,No,Yes,Postgraduate,Car
S05465,22,Male,20,0.62,8,F,Yes,8602,3.58,4,No,Yes,Graduate,Bike
S05466,18,Male,17,0.61,9,B,No,6716,3.46,8,Yes,No,Postgraduate,Car
S05467,23,Other,39,0.68,5,A,Yes,1155,3.42,1,Yes,No,High School,Bus
S05468,24,Male,13,0.52,7,A,Yes,9073,2.61,15,Yes,No,Diploma,Car
S05469,19,Other,33,0.92,8,B,No,3318,3.78,16,No,No,Diploma,Car
S05470,23,Female,16,0.93,2,F,No,16373,3.27,15,Yes,No,High School,Bike
S05471,21,Male,39,0.97,8,A,Yes,9021,2.07,16,No,No,Diploma,Walk
S05472,21,Other,8,0.54,5,F,Yes,15311,3.26,15,No,Yes,High School,Bus
S05473,21,Male,9,0.79,7,C,Yes,11366,3.37,9,No,Yes,Postgraduate,Bike
S05474,19,Male,29,0.5,6,A,No,5315,3.72,17,No,No,High School,Bike
S05475,22,Other,32,0.79,0,B,Yes,5477,3.74,18,No,No,Diploma,Bike
S05476,19,Other,20,0.55,5,B,No,2272,2.67,15,Yes,Yes,Postgraduate,Bike
S05477,21,Other,24,0.69,2,F,Yes,18651,2.07,17,Yes,No,Diploma,Walk
S05478,22,Other,11,0.66,4,D,No,14352,2.82,2,No,No,Postgraduate,Walk
S05479,18,Male,21,0.67,1,C,No,1946,3.25,3,Yes,Yes,High School,Walk
S05480,21,Other,21,0.6,2,D,Yes,10129,2.86,1,No,Yes,Diploma,Bike
S05481,22,Other,31,0.55,7,F,Yes,18420,2.69,6,Yes,No,Diploma,Bike
S05482,18,Other,25,0.51,5,D,Yes,10518,2.89,12,No,Yes,Postgraduate,Car
S05483,19,Female,38,0.88,4,F,Yes,10990,3.2,5,Yes,No,High School,Bike
S05484,23,Male,24,0.96,2,C,Yes,18896,3.53,8,No,Yes,High School,Bus
S05485,22,Female,36,0.95,5,F,No,8506,2.03,16,Yes,No,High School,Bike
S05486,24,Other,26,0.82,8,F,Yes,8199,3.25,16,No,Yes,High School,Bike
S05487,22,Male,19,0.56,1,F,Yes,6190,2.25,1,Yes,No,Graduate,Walk
